id,rating,reput,worth,wage,ht_cm,preferred_foot,work_rate,pace,shooting,finishing,dribbling
250856,54,1,1017,10,171,Right,High,70,42,40,56
252141,67,1,1165,10,183,Right,High,72,62,54,67
223790,70,1,1136,19.514,180,Right,Medium,90,67,66,72
232440,77,1,2009,29.843,70 in,Left,High,72,54,50,74
260411,52,1,1016,10,170,Left,Medium,73,28,28,44
210513,79,2,2262,18.97,169,Left,High,73,76,71,83
197777,70,1,1100,15.165,71 in,Right,High,67,60,50,68
220493,71,1,1150,11.359,72 in,Left,High,72,34,21,72
245427,54,1,1009,12.446,172,Left,Medium,72,44,48,53
201085,66,1,1060,11.359,69 in,Right,Medium,60,64,63,66
244022,67,1,1100,11.359,75 in,Right,Medium,71,68,70,65
191294,68,1,1057,10.109,183,Right,Medium,49,49,42,53
237034,75,1,1648,33.648,69 in,Right,High,83,75,78,75
263030,54,1,1017,10,176,Left,Medium,64,42,40,57
221737,70,1,1136,14.621,182,Left,High,78,58,61,72
203590,71,1,1107,14.077,193,Right,Medium,51,43,40,32
263169,64,1,1107,10.272,70 in,Right,Medium,75,62,61,68
243441,58,1,1017,10.245,69 in,Right,Medium,63,44,46,60
232607,71,1,1136,14.621,185,Right,Medium,64,27,21,40
251796,58,1,1022,10.815,181,Right,Medium,55,62,67,52
231567,55,1,1008,10,64 in,Left,High,71,47,46,50
224650,54,1,1005,10.272,70 in,Left,Low,64,25,18,42
210384,76,1,1504,20.601,175,Left,High,87,63,63,77
214766,78,1,1648,19.514,185,Right,Medium,51,52,45,49
210007,74,1,1280,17.883,182,Right,Medium,48,60,51,62
255150,62,1,1071,14.077,71 in,Left,High,80,41,38,63
212454,70,1,1136,20.057,180,Left,Medium,82,61,62,72
245364,65,1,1114,10.815,175,Right,Medium,69,64,67,71
221552,69,1,1086,11.359,184,Right,Medium,57,53,51,61
251197,62,1,1037,10,173,Left,Medium,73,59,58,66
236503,64,1,1033,11.359,70 in,Left,Medium,68,63,59,63
203537,71,1,1129,20.057,190,Left,Medium,79,66,64,77
245233,63,1,1071,10.272,75 in,Right,Medium,50,29,25,32
158144,75,2,1078,18.426,70 in,Right,Medium,44,72,67,73
263748,55,1,1028,10,185,Left,Medium,63,53,55,48
240322,60,1,1033,10.815,180,Right,Medium,67,26,17,57
228644,67,1,1064,11.903,69 in,Right,Medium,38,41,32,60
226747,72,1,1143,10.815,74 in,Right,High,58,51,48,62
193713,59,1,1015,11.359,70 in,Right,Medium,71,53,53,54
258562,55,1,1022,10,177,Left,Medium,76,46,47,52
204121,73,1,,,187,Right,Medium,70,51,42,59
225126,77,2,1829,23.863,185,Right,Medium,58,69,69,73
263228,62,1,1062,10.815,174,Right,Medium,72,60,60,68
259145,60,1,1035,10.054,186,Left,Low,50,27,25,38
260511,55,1,1007,10,72 in,Right,Medium,59,33,33,51
203782,71,1,1129,14.621,68 in,Right,Medium,78,62,58,78
263808,65,1,1060,11.903,70 in,Right,High,67,63,68,74
256427,49,1,1008,10,171,Right,Medium,71,44,45,46
243286,64,1,1048,11.359,188,Right,Medium,67,35,35,45
200086,63,1,1028,10.272,181,Right,Medium,71,61,63,61
255313,65,1,1049,10.815,68 in,Left,High,68,63,63,63
239485,66,1,1078,12.99,76 in,Right,Medium,52,46,45,51
251436,66,1,1150,11.359,169,Right,High,70,53,54,71
261202,60,1,1040,10.815,181,Left,Medium,67,59,61,68
230807,66,1,1129,13.534,172,Left,High,75,38,39,66
224591,70,1,1143,12.446,74 in,Left,Medium,54,57,52,63
219835,75,1,1252,10.272,175,Left,Medium,81,73,73,75
236938,69,1,1223,12.99,73 in,Left,High,83,66,68,72
237075,69,1,1100,12.446,188,Right,High,63,70,70,66
235156,68,1,1114,12.99,74 in,Right,Medium,54,37,40,46
234692,60,1,1015,11.359,182,Right,High,69,45,43,54
255532,63,1,1086,10.815,171,Right,Medium,79,48,50,73
237020,58,1,1028,12.446,171,Left,Medium,78,29,28,54
239906,60,1,1039,10.815,185,Right,Medium,51,49,51,58
263492,55,1,1021,10,187,Right,Low,60,24,20,29
257081,59,1,1039,10.815,76 in,Right,Medium,53,33,28,40
234665,67,1,1078,13.534,75 in,Right,Medium,54,38,40,39
254699,53,1,1016,10.272,176,Right,Medium,72,54,56,52
261705,58,1,1030,10.217,73 in,Right,Medium,69,29,25,40
246113,75,1,1757,17.339,176,Left,High,89,60,60,75
209954,66,1,1064,10.272,72 in,Left,High,72,58,55,70
263075,62,1,1037,11.359,185,Right,High,76,57,56,61
233869,64,1,1019,10.815,74 in,Left,Medium,48,47,43,42
261575,57,1,1026,10,173,Right,Medium,65,58,65,57
215449,75,1,1540,25.494,185,Left,Medium,78,77,72,73
205243,69,1,1078,15.708,191,Right,Low,35,33,31,36
235558,66,1,1093,10.815,179,Right,Medium,61,46,46,56
252873,69,1,1187,15.165,187,Left,High,74,51,48,64
220558,64,1,1039,11.359,181,Left,High,53,53,50,64
213305,63,1,1033,10.272,199,Right,Low,50,64,65,59
233292,71,1,1143,16.795,72 in,Right,Low,62,34,27,45
177912,64,1,1024,10.272,70 in,Right,Medium,52,54,46,63
204476,67,1,1058,11.903,192,Right,Medium,35,39,34,43
258432,69,1,1223,15.165,76 in,Right,Medium,55,34,29,54
225855,71,1,1158,17.339,70 in,Right,Medium,65,73,67,74
246558,60,1,1022,10.19,179,Right,Medium,61,32,32,23
205360,74,1,1309,35.823,178,Right,High,79,75,76,72
233125,69,1,1129,14.621,70 in,Right,High,65,63,60,76
244881,66,1,1136,15.708,71 in,Left,High,75,57,55,70
246604,61,1,1060,10.815,69 in,Right,High,82,61,62,62
259274,53,1,1015,10,71 in,Left,Medium,66,24,19,36
232000,66,1,1093,11.903,68 in,Right,Medium,72,63,63,73
220196,76,1,1865,27.668,183,Left,High,73,71,71,80
208462,68,1,1086,11.903,190,Right,Medium,38,52,44,54
211899,75,2,1396,23.319,187,Right,High,72,76,76,73
215334,71,1,1129,17.339,75 in,Right,Medium,46,74,72,71
199566,65,1,1044,10.815,69 in,Left,Low,70,56,48,65
207828,65,1,1058,11.359,73 in,Right,Medium,67,64,65,61
227511,69,1,1187,12.446,186,Right,Medium,57,38,39,54
184433,64,1,1017,10.272,192,Left,Medium,44,65,63,61
244840,69,1,1194,13.534,178,Left,Medium,85,48,32,68
247832,74,1,1468,21.688,176,Right,High,91,46,40,74
258541,52,1,1013,10.272,177,Right,Medium,66,26,22,48
260818,62,1,1040,10.815,191,Right,High,70,33,33,44
262307,60,1,1040,10.272,180,Left,Medium,66,47,44,61
244591,74,1,1648,18.97,178,Right,High,81,54,55,74
243642,67,1,1165,12.99,180,Left,High,83,64,64,68
253474,60,1,1044,10.815,183,Right,Low,53,45,42,56
229536,67,1,1093,12.446,173,Right,Medium,78,66,71,67
246957,64,1,1107,10.815,69 in,Left,Medium,79,54,52,73
262398,59,1,1035,10.272,187,Right,High,57,53,50,66
252391,63,1,1078,10.272,74 in,Right,Medium,58,62,61,55
192449,71,1,1129,15.708,75 in,Left,Medium,62,71,67,74
231838,74,1,1432,20.057,189,Left,Medium,72,45,32,62
219448,68,1,1078,14.077,70 in,Right,Medium,71,41,39,59
256152,58,1,1037,10,69 in,Right,Medium,73,54,58,65
228870,64,1,1060,10.272,76 in,Right,Medium,51,33,23,52
264566,63,1,1049,10,186,Right,Medium,66,58,58,62
236845,59,1,1021,10,173,Left,High,78,44,40,57
222368,76,1,1721,32.561,72 in,Right,Medium,76,73,76,76
264570,57,1,1028,10,177,Right,Medium,69,56,55,61
215168,69,1,1100,13.534,179,Right,High,72,64,68,71
232966,65,1,1021,10.272,183,Right,High,51,66,67,66
183287,73,2,1071,17.883,69 in,Right,Medium,37,58,53,65
251028,61,1,1049,10.272,179,Left,Medium,85,54,54,64
235054,60,1,1021,10,71 in,Left,Medium,66,33,32,63
234163,65,1,1078,10.272,176,Right,Medium,77,58,56,75
200758,71,1,1114,19.514,185,Right,Medium,69,33,24,59
264545,59,1,1033,10,70 in,Right,Medium,63,53,53,58
238662,68,1,1187,14.621,180,Left,High,86,62,61,67
234769,64,1,1060,10.815,72 in,Right,Medium,72,62,65,63
197937,73,1,1143,16.252,193,Left,Medium,57,46,32,56
259796,68,1,1100,10,172,Right,High,72,60,60,70
245907,60,1,1040,12.99,183,Right,Medium,63,48,43,61
246826,68,1,1114,11.903,186,Right,Low,61,29,23,45
222262,71,1,1172,16.252,184,Right,Medium,75,73,75,63
222173,54,1,1005,10.815,175,Right,Low,55,43,43,55
253794,63,1,1021,10,182,Right,Medium,58,35,30,55
214009,77,2,1721,29.843,70 in,Right,Medium,71,51,36,66
219998,68,1,1129,11.903,169,Right,Medium,66,53,40,71
225051,60,1,1021,10.272,73 in,Left,Medium,50,24,22,38
149185,75,2,1078,20.057,181,Right,Medium,55,55,45,56
243981,62,1,1058,10.815,190,Left,Low,50,26,22,32
255573,68,1,1179,16.795,188,Right,Medium,65,28,21,53
264409,58,1,1033,10.815,186,Left,Medium,69,54,57,66
212487,68,1,1114,14.077,188,Right,Medium,59,39,33,58
204445,67,1,1049,11.359,180,Right,Medium,68,43,38,63
259177,59,1,1015,10.272,182,Right,Medium,56,42,43,60
186135,66,1,1051,11.903,71 in,Right,Low,52,56,51,53
213444,66,1,1066,11.903,69 in,Right,Medium,54,47,42,64
219860,68,1,1071,10.272,71 in,Right,Low,61,28,20,51
230371,77,1,1757,27.668,178,Right,Medium,79,54,52,71
233745,59,1,1035,10.272,179,Right,Medium,78,53,54,65
263292,58,1,1037,10.815,194,Right,High,62,51,49,63
262474,65,1,1107,10.815,190,Right,Medium,58,29,26,48
229878,65,1,1078,11.359,69 in,Left,High,73,65,67,68
194947,72,1,1078,15.165,195,Left,Low,33,46,27,48
264602,51,1,1010,10,72 in,Right,Medium,59,42,37,48
223159,72,1,1223,16.252,77 in,Right,Medium,54,44,32,56
232296,71,1,1187,12.446,70 in,Right,High,74,39,28,66
181010,63,1,1016,10.815,170,Right,Medium,39,51,47,55
223994,72,1,1165,12.446,74 in,Right,High,64,74,78,65
237184,76,1,1793,17.883,69 in,Right,Medium,75,61,60,74
234781,69,1,1093,11.903,188,Left,Medium,44,36,36,46
225087,65,1,1069,13.534,174,Right,High,84,45,48,59
263311,61,1,1049,10.217,69 in,Left,Medium,71,34,34,62
208277,72,1,1136,11.359,72 in,Left,High,85,66,64,72
253377,69,1,1208,18.426,72 in,Right,Low,67,36,24,39
247631,53,1,1013,10,68 in,Right,Medium,73,25,18,35
246313,52,1,1013,10.272,67 in,Right,Medium,73,52,55,51
195838,69,1,1078,10.272,184,Left,Medium,59,67,65,68
259403,62,1,1064,10.815,180,Right,Medium,82,49,44,67
264551,58,1,1035,10,163,Right,Medium,70,43,40,60
237329,75,1,1901,23.863,186,Right,Medium,76,72,76,78
205551,72,1,1150,13.534,175,Right,High,81,64,60,68
221992,81,3,3236,51.588,175,Right,High,93,76,77,83
214211,67,1,1071,10.245,176,Right,High,84,64,65,70
239093,77,1,1685,25.494,178,Right,High,85,66,66,76
241422,62,1,1067,10.163,69 in,Right,High,70,58,58,65
262510,65,1,1129,10.272,172,Right,Medium,68,48,41,62
223848,85,3,5762,64.092,191,Right,High,68,79,80,84
255038,63,1,1048,10.815,177,Right,Medium,64,33,32,54
210617,77,2,1829,32.017,182,Left,High,80,69,67,82
239505,68,1,1100,11.903,165,Right,High,87,48,49,65
210925,57,1,1010,11.903,67 in,Right,Medium,55,57,58,61
230666,83,2,4788,91.273,175,Right,High,84,81,84,86
240209,63,1,1055,10.815,184,Right,Medium,75,64,61,66
235883,75,1,1865,33.648,178,Left,High,82,65,68,74
219591,70,1,1129,10.054,74 in,Right,Medium,45,27,20,54
264364,59,1,1040,11.359,70 in,Right,Medium,66,44,31,57
233500,75,1,1829,15.708,68 in,Right,High,89,64,66,84
263747,55,1,1021,10,180,Right,Medium,66,25,21,32
243834,67,1,1165,11.359,72 in,Left,Medium,77,53,50,71
190581,75,1,1396,12.99,68 in,Left,High,76,75,75,79
240882,61,1,1049,10.272,69 in,Right,Medium,71,33,30,56
230526,69,1,1086,13.534,70 in,Left,High,69,51,45,67
233056,64,1,1051,10.217,72 in,Right,Low,58,36,33,48
255305,61,1,1060,10.272,72 in,Right,Medium,78,56,57,62
190813,79,3,2262,44.521,70 in,Right,Medium,87,75,74,79
243591,69,1,1100,13.534,181,Right,High,70,71,73,69
192387,87,4,5870,77.682,185,Right,High,86,87,91,80
259164,65,1,1100,11.359,72 in,Right,High,73,49,50,63
207929,71,1,1114,16.252,181,Left,High,80,68,70,73
235971,68,1,1093,11.903,173,Right,Medium,61,62,61,66
239099,69,1,1194,13.534,73 in,Right,Medium,62,50,48,64
182428,58,1,1002,10.815,186,Right,High,49,58,57,54
255333,64,1,1086,11.359,183,Right,Medium,58,35,28,35
253593,65,1,1013,10,73 in,Right,Low,72,48,38,30
234207,64,1,1093,10.245,69 in,Left,High,84,37,38,63
186805,70,1,1093,13.534,170,Right,High,85,65,60,78
256060,55,1,1008,10.027,72 in,Right,High,63,56,60,53
208597,69,1,,,190,Right,Medium,45,24,19,51
260496,56,1,1011,10.272,181,Right,Medium,68,54,58,58
230032,62,1,1040,10.272,72 in,Left,High,89,49,54,63
263192,57,1,1017,10.815,183,Left,High,74,54,57,53
258596,63,1,1051,10.815,176,Right,Medium,64,55,52,67
234660,69,1,1114,13.534,187,Right,Medium,70,54,50,63
230698,60,1,1028,10.245,72 in,Right,Medium,85,56,58,60
264271,52,1,1012,10.272,173,Left,Medium,62,31,27,47
260888,59,1,1035,10.815,72 in,Left,Medium,66,52,52,65
140201,65,2,1016,10.815,170,Right,Medium,37,69,69,65
211706,75,1,1396,22.232,177,Right,Medium,62,62,64,74
240769,56,1,1022,10.815,173,Right,Medium,72,57,61,58
164529,67,1,1012,10.815,183,Right,Medium,31,42,39,57
231840,64,1,1086,11.359,175,Right,Medium,70,51,51,63
253528,64,1,1008,10,68 in,Right,Medium,70,39,33,61
231912,63,1,1071,10.272,185,Right,Medium,62,48,38,58
229212,68,1,1086,12.446,183,Right,High,64,63,53,67
256418,63,1,1078,10.136,70 in,Right,Medium,66,47,43,64
240064,73,1,1273,10.272,192,Right,Low,69,31,26,44
231866,86,3,6845,104.864,75 in,Right,Medium,61,70,64,78
248473,56,1,1024,11.903,74 in,Left,Medium,60,33,26,49
226166,81,2,3489,45.064,74 in,Right,Medium,80,49,40,73
242160,70,1,1114,11.359,185,Right,Medium,78,38,29,60
238205,56,1,1002,10,71 in,Right,Medium,48,26,22,40
199412,72,1,1165,23.319,72 in,Left,Medium,86,71,66,71
261209,56,1,1031,10,73 in,Left,Medium,73,26,22,46
259739,62,1,1071,10.082,173,Left,Medium,69,56,57,68
254229,70,1,1086,10.054,184,Right,High,77,48,57,62
259818,65,1,1107,10,67 in,Left,Medium,72,30,27,53
261301,50,1,1006,10,71 in,Right,Medium,61,26,24,51
258598,67,1,1136,10.815,179,Left,Medium,67,44,34,70
233288,60,1,1024,10,180,Right,Medium,76,34,22,54
217217,69,1,1069,11.903,177,Right,Medium,47,57,51,62
263259,64,1,1062,10.815,73 in,Right,High,73,51,51,61
229703,65,1,1057,11.903,74 in,Right,Medium,60,42,36,39
190883,65,1,1026,10.815,175,Right,Medium,64,48,49,57
223731,64,1,1040,10.272,184,Right,Medium,84,62,64,62
258081,64,1,1100,11.359,70 in,Right,Medium,70,65,68,64
228702,87,3,9623,123.891,71 in,Right,High,81,69,72,88
262411,71,1,1201,22.775,72 in,Right,High,67,64,60,73
260383,56,1,1022,10,191,Right,Medium,63,31,29,48
223074,69,1,,,180,Left,Medium,75,66,67,74
244082,60,1,1026,10.272,173,Right,Medium,73,59,62,62
262970,58,1,1031,10,172,Right,Medium,64,46,44,63
234571,56,1,1022,14.077,178,Right,High,72,51,50,57
202851,77,2,1721,27.668,70 in,Left,Medium,82,77,77,83
236634,60,1,1042,10.136,185,Right,Medium,72,52,55,62
260772,59,1,1040,10,66 in,Left,High,75,53,52,68
204102,69,1,1114,10,174,Left,Medium,69,64,59,70
242758,63,1,1044,10.815,175,Right,Medium,66,46,45,54
244050,66,1,1136,11.359,190,Left,Medium,75,55,50,67
233570,63,1,1046,10,175,Left,High,64,66,70,65
245146,53,1,1015,10,72 in,Right,Medium,73,25,24,48
197837,78,2,1829,32.561,188,Right,Medium,70,29,20,53
215993,66,1,1058,11.359,177,Right,Medium,60,46,40,61
156432,70,2,1039,16.252,193,Right,Medium,37,72,73,67
263304,53,1,1016,10.272,76 in,Right,Low,59,23,17,28
261956,49,1,1004,10.272,175,Right,Medium,58,36,29,45
259789,69,1,1223,12.99,70 in,Left,Medium,81,66,63,74
228980,71,1,1143,14.077,70 in,Right,Medium,72,54,50,63
246771,70,1,1150,14.077,172,Right,High,71,67,70,72
253064,55,1,1019,10,166,Right,Medium,77,34,27,48
251574,61,1,1049,12.99,175,Right,Medium,62,40,31,68
262505,68,1,1187,11.359,71 in,Left,Medium,68,36,31,42
233046,63,1,1048,10.815,183,Right,Medium,71,49,47,60
241307,55,1,1005,10.815,176,Left,High,68,27,22,56
243445,64,1,1093,11.903,72 in,Right,Medium,76,62,68,65
225739,61,1,1019,11.359,74 in,Right,Medium,57,29,30,34
263452,63,1,1040,10.815,71 in,Left,High,62,56,53,57
143025,70,1,1024,11.903,169,Left,Medium,70,47,39,65
246333,56,1,1024,10.272,72 in,Left,Medium,69,58,60,56
221990,71,1,1122,14.077,74 in,Right,Medium,41,29,23,44
232596,62,1,1022,10.082,70 in,Right,Medium,63,24,20,48
261875,52,1,1013,10.19,70 in,Right,Medium,59,40,39,54
205966,78,2,2081,41.803,66 in,Right,High,74,68,69,87
223637,68,1,1100,11.903,68 in,Right,Medium,90,57,58,64
190962,67,1,1058,10.815,74 in,Right,Medium,63,30,28,29
263603,60,1,1044,11.359,183,Right,Medium,56,48,47,66
192811,62,1,1028,11.359,68 in,Right,Medium,61,57,50,57
263426,56,1,1024,10.109,178,Right,Medium,68,46,44,61
240744,73,1,1353,17.339,179,Left,Medium,81,71,68,73
199238,67,1,1046,10.815,185,Right,Medium,61,35,22,33
211856,74,2,1331,23.863,76 in,Right,Medium,81,48,45,59
247001,61,1,1049,10.054,185,Left,High,76,54,53,63
255265,66,1,1093,10,66 in,Left,Medium,76,58,57,70
223572,67,1,1093,10.815,186,Right,Medium,50,44,40,59
232643,68,1,1114,12.446,73 in,Left,Medium,79,34,28,64
246681,56,1,1024,10.815,185,Right,Medium,66,49,47,59
149697,52,1,1000,10,73 in,Left,Low,31,31,35,32
188058,69,1,1078,15.165,189,Right,High,55,70,72,64
247388,61,1,1058,10.272,188,Left,Medium,72,60,61,59
231640,74,1,1468,22.232,68 in,Right,High,77,74,70,77
200536,77,2,1685,35.823,71 in,Left,High,86,51,48,73
201377,77,2,1685,20.601,184,Right,Medium,73,40,37,58
240599,60,1,1039,10.272,182,Right,High,69,60,63,64
161703,68,1,1026,12.446,176,Left,Medium,40,66,63,65
240916,72,1,1244,17.883,187,Right,Medium,68,61,62,66
230451,71,1,1150,20.057,66 in,Right,Medium,73,66,66,74
257407,63,1,1066,10.815,179,Right,Medium,73,39,34,62
200353,75,1,1360,24.95,187,Right,Medium,56,37,31,47
230454,70,1,1136,18.426,179,Right,Medium,83,64,64,76
259361,64,1,1093,10.815,180,Left,High,75,45,39,64
257478,60,1,1021,10.272,68 in,Right,High,72,46,45,57
262041,49,1,1007,10,73 in,Right,Medium,56,25,22,23
255842,55,1,1019,10,73 in,Right,Medium,55,27,23,35
260189,66,1,1064,10.815,165,Right,High,74,63,62,65
218633,64,1,1055,10.815,73 in,Right,Medium,76,63,65,60
253662,62,1,1060,10.815,69 in,Right,Medium,67,52,53,62
215170,66,1,1030,11.903,188,Left,Medium,45,67,69,62
236190,73,1,1208,16.252,187,Right,Medium,55,45,22,64
234099,60,1,1042,12.446,180,Right,Medium,78,58,57,61
240054,62,1,1028,10.815,67 in,Right,Medium,72,56,55,68
253828,61,1,1051,10,70 in,Right,Medium,71,56,50,62
262592,60,1,1028,10.054,175,Right,Medium,80,59,63,61
232406,66,1,1066,10.815,70 in,Right,Medium,68,36,29,51
237994,68,1,1136,12.446,61 in,Right,High,82,61,60,74
254741,65,1,1017,10,175,Right,Medium,69,30,32,54
259859,64,1,1048,10,179,Right,Medium,63,49,42,40
260208,64,1,1040,10,67 in,Right,Medium,65,60,58,65
205895,75,1,1338,14.077,69 in,Right,High,72,65,62,73
253793,59,1,1031,10,190,Right,Medium,59,30,19,33
214747,60,1,1017,10.19,173,Right,Medium,68,49,44,60
264467,60,1,1037,10.815,74 in,Right,High,54,62,64,54
257261,56,1,1022,10.272,70 in,Right,Medium,63,36,35,52
264404,59,1,1035,10.272,182,Right,Medium,66,50,42,57
204105,76,1,1468,10.272,70 in,Right,High,78,62,59,73
219546,71,1,1150,12.446,72 in,Right,Medium,79,38,35,59
243154,63,1,1086,12.446,191,Right,Medium,84,57,60,56
251514,53,1,1016,10,71 in,Left,High,63,33,33,38
264419,63,1,1044,11.359,76 in,Left,Medium,55,63,64,61
212792,63,1,1028,10.815,185,Right,Low,71,24,17,57
261880,63,1,1069,10,170,Left,Medium,67,62,57,75
187517,72,1,1107,23.863,192,Right,Medium,67,41,30,33
225114,70,1,1136,15.165,181,Right,Medium,75,70,68,77
246847,64,1,1086,11.359,72 in,Right,Medium,73,59,59,66
241592,54,1,1016,10.815,178,Right,High,75,54,55,47
209973,78,2,2045,22.232,74 in,Right,High,79,77,80,73
245287,67,1,1158,11.903,70 in,Right,High,76,55,52,68
208965,65,1,1042,12.99,73 in,Right,Medium,63,30,24,26
230481,83,1,3561,36.366,177,Right,Medium,88,77,74,85
261180,57,1,1028,10.815,173,Left,Medium,68,49,50,56
257367,56,1,1024,10.815,173,Left,High,77,49,50,59
234507,57,1,1009,10,172,Right,High,67,47,45,47
221696,65,1,1048,10.815,175,Right,High,49,66,63,67
224368,72,1,1187,19.514,68 in,Right,High,81,67,67,75
262340,63,1,1064,10.815,188,Right,Medium,66,26,23,38
264231,59,1,1035,10.272,178,Right,Medium,64,55,52,59
253583,64,1,1033,10,72 in,Right,Low,28,36,34,42
221857,66,1,1060,12.99,170,Right,Medium,72,58,53,63
264538,57,1,1028,10,73 in,Right,Medium,61,33,31,41
182464,67,1,1037,12.446,181,Right,High,72,52,48,64
213928,75,1,1468,21.144,186,Left,High,79,64,58,70
207669,68,1,1086,11.903,69 in,Right,High,80,63,64,65
244415,64,1,1039,10.815,188,Right,Medium,46,37,31,32
263929,68,1,1201,12.446,182,Left,High,82,61,60,73
251167,61,1,1049,10.815,196,Left,High,50,32,28,26
230084,74,1,1612,33.104,73 in,Right,Medium,82,73,73,76
241071,70,1,1237,15.708,165,Right,Medium,72,57,51,72
234711,76,2,1793,33.648,69 in,Right,Medium,76,73,74,84
253237,66,1,1078,10,180,Left,High,79,52,58,57
251660,56,1,1009,11.903,69 in,Right,Medium,60,34,28,58
239752,63,1,1035,10.054,74 in,Right,Medium,58,28,26,41
205139,61,1,1024,10.082,182,Right,Medium,57,42,40,46
254282,60,1,1022,10.245,74 in,Right,Medium,55,26,22,33
235405,71,1,1252,21.144,188,Right,Medium,62,33,30,49
218585,60,1,1016,10.054,71 in,Left,High,63,40,32,52
214718,69,1,1107,13.534,170,Right,Medium,86,63,63,70
264547,58,1,1046,10,74 in,Right,Medium,60,59,61,58
222574,64,1,1033,10.815,173,Right,Medium,59,54,55,64
221322,65,1,1067,11.359,191,Right,High,55,41,33,53
200677,76,1,1432,22.232,186,Right,Medium,65,38,30,62
246186,77,1,2695,18.426,73 in,Right,High,72,77,79,73
199550,71,2,1114,13.534,185,Left,Medium,44,42,38,54
242708,66,1,1086,10.815,168,Right,Medium,64,48,48,61
254172,61,1,1053,10.272,190,Right,Medium,64,32,32,62
233413,66,1,1086,10.815,185,Right,Medium,67,36,24,49
243210,66,1,1078,10.815,174,Left,High,72,42,40,58
233260,73,1,1504,28.212,68 in,Right,Medium,78,74,76,80
199576,78,2,1865,38.541,72 in,Right,Low,41,44,25,63
256449,58,1,1044,11.359,74 in,Right,Low,51,37,34,45
220140,68,1,1107,12.446,188,Right,Medium,64,30,32,52
228464,64,1,1042,10.815,187,Right,Medium,60,63,65,59
232120,72,1,1223,12.99,180,Right,Medium,87,60,59,66
193422,71,1,1136,15.708,73 in,Right,High,71,71,74,65
198914,69,1,1062,12.446,71 in,Right,Medium,72,68,67,70
238598,64,1,1040,10.19,71 in,Left,Medium,82,59,61,65
251532,71,1,1215,15.708,173,Right,High,90,69,72,74
204492,64,1,1040,11.359,185,Right,High,69,63,63,63
220969,73,1,1273,13.534,69 in,Left,Medium,87,61,62,76
251590,54,1,1019,12.446,72 in,Left,Medium,61,41,38,47
213157,60,1,1021,10.19,67 in,Left,Medium,77,55,58,60
215147,75,1,1432,17.339,184,Right,Medium,71,34,31,47
231628,77,1,2551,23.863,75 in,Right,High,72,79,81,71
172425,70,1,1019,15.165,190,Right,Medium,35,28,27,57
189544,66,1,1049,10.272,188,Right,Medium,46,39,31,33
223724,80,2,2370,28.212,175,Right,High,78,63,59,76
195480,65,1,,,183,Right,High,68,47,43,63
237842,60,1,1035,10,67 in,Right,High,73,55,52,62
260574,62,1,1067,12.446,179,Right,Medium,77,38,23,56
261508,59,1,1037,10,68 in,Left,High,75,52,50,52
188616,70,2,1071,15.708,169,Right,Medium,83,67,67,74
251124,56,1,1022,10.272,178,Right,Low,53,39,39,69
211365,71,1,1158,12.446,72 in,Left,Medium,75,64,64,73
202539,70,1,1114,25.494,174,Left,High,68,74,73,68
236193,63,1,1039,11.903,71 in,Right,Medium,67,59,62,66
186267,69,1,1086,13.534,70 in,Right,High,75,54,46,65
221106,63,1,1033,11.903,190,Right,Medium,67,57,52,65
253433,64,1,1100,12.446,181,Left,High,82,61,58,64
186881,71,1,1107,18.97,182,Right,Medium,65,62,58,69
234018,68,1,1100,13.534,74 in,Right,Medium,67,70,67,68
182160,64,1,1033,10.815,178,Right,High,85,60,59,62
205989,75,2,1468,41.259,72 in,Right,Low,66,56,54,66
246403,70,1,1100,10.082,71 in,Left,High,87,48,52,58
195586,73,2,1179,21.688,184,Right,Medium,55,76,76,72
227503,73,1,1432,22.232,183,Right,Medium,85,69,72,72
246659,67,1,1067,10.815,183,Right,Medium,69,38,36,37
262613,60,1,1021,10.163,185,Right,Medium,66,60,64,58
234785,63,1,1044,10.815,70 in,Right,High,73,42,38,73
205026,62,1,1028,10.815,72 in,Right,Medium,68,51,46,61
262699,65,1,1071,10.815,67 in,Right,High,77,60,60,62
206606,72,1,1172,16.795,195,Left,Medium,55,73,75,59
236043,66,1,1122,11.359,178,Right,Medium,66,57,55,64
251219,59,1,1037,10,177,Left,Medium,72,51,54,59
252541,70,1,1244,14.077,179,Right,Medium,69,54,51,74
206154,71,1,1107,15.165,176,Right,Medium,67,67,61,70
212803,64,1,1049,11.359,170,Right,Medium,68,63,62,64
229019,64,1,1057,11.359,180,Right,Medium,79,53,54,65
254203,64,1,1062,10,182,Left,Low,73,41,37,48
260508,61,1,1024,10,178,Right,Medium,66,64,60,61
158023,93,5,6628,183.691,67 in,Left,Medium,85,92,95,96
263612,57,1,1028,10.217,71 in,Right,Medium,64,55,59,58
234521,65,1,1100,10.272,190,Left,Medium,52,61,58,65
251151,62,1,1067,11.359,178,Right,High,66,63,63,62
250823,60,1,1039,12.446,179,Right,Medium,72,48,44,55
250829,55,1,1021,10.815,183,Left,Medium,62,26,21,27
263582,65,1,1122,11.903,187,Right,Medium,72,64,68,64
243092,59,1,1033,10.272,185,Right,High,71,41,37,61
215015,71,1,1086,14.621,183,Right,Low,59,35,29,53
186146,73,2,1215,34.192,185,Right,High,71,72,75,72
263360,58,1,1033,10.19,72 in,Left,High,72,32,30,65
